classification,ingredient_name,specification,product_name,manufacturer,price
内用薬,デキストロメトルファン臭化水素酸塩水和物,１５ｍｇ１錠,デキストロメトルファン臭化水素酸塩錠１５ｍｇ「ＮＰ」,ニプロ,8.60 
内用薬,デキストロメトルファン臭化水素酸塩水和物,１５ｍｇ１錠,デキストロメトルファン臭化水素酸塩錠１５ｍｇ「トーワ」,東和薬品,5.90 
内用薬,デキストロメトルファン臭化水素酸塩水和物,１５ｍｇ１錠,デキストロメトルファン臭化水素酸塩錠１５ｍｇ「ツルハラ」,鶴原製薬,8.60 
内用薬,ペントキシベリンクエン酸塩,１５ｍｇ１錠,ペントキシベリンクエン酸塩錠１５ｍｇ「ツルハラ」,鶴原製薬,8.30 
内用薬,ジメモルファンリン酸塩,１０％１ｇ,アストミン散１０％,オーファンパシフィック,26.60 
内用薬,ジメモルファンリン酸塩,１０ｍｇ１錠,アストミン錠１０ｍｇ,オーファンパシフィック,6.80 
内用薬,ジメモルファンリン酸塩,１０ｍｇ１錠,ジメモルファンリン酸塩錠１０ｍｇ「ＴＣＫ」,辰巳化学,6.80 
内用薬,ジメモルファンリン酸塩,０．２５％１ｍＬ,アストミンシロップ０．２５％,オーファンパシフィック,6.90 
内用薬,ジメモルファンリン酸塩,０．２５％１ｍＬ,ジメモルファンリン酸塩シロップ小児用０．２５％「ＴＣＫ」,辰巳化学,6.90 
内用薬,ジメモルファンリン酸塩,２．５％１ｇ,ジメモルファンリン酸塩ＤＳ小児用２．５％「タカタ」,高田製薬,22.70 
内用薬,クロフェダノール塩酸塩,４．１７％１ｇ,コルドリン顆粒４．１７％,日本新薬,22.20 
内用薬,クロフェダノール塩酸塩,１２．５ｍｇ１錠,コルドリン錠１２．５ｍｇ,日本新薬,6.90 
内用薬,クロペラスチン塩酸塩,１０ｍｇ１錠,フスタゾール糖衣錠１０ｍｇ,ニプロ,6.10 
内用薬,クロペラスチンフェンジゾ酸塩,１０％１ｇ,フスタゾール散１０％,ニプロ,25.10 
内用薬,クロペラスチンフェンジゾ酸塩,２．５ｍｇ１錠,フスタゾール錠小児用２．５ｍｇ,ニプロ,10.40 
内用薬,鎮咳配合剤,１錠,クロフェドリンＳ配合錠,キョーリンリメディオ,7.10 
内用薬,鎮咳配合剤,１錠,フスコデ配合錠,ヴィアトリス・ヘルスケア,7.10 
内用薬,鎮咳配合剤,１ｍＬ,クロフェドリンＳ配合シロップ,キョーリンリメディオ,6.90 
内用薬,鎮咳配合剤,１ｍＬ,フスコデ配合シロップ,ヴィアトリス・ヘルスケア,6.90 
内用薬,鎮咳配合剤,１ｍＬ,ムコブロチン配合シロップ,東和薬品,6.90 
内用薬,鎮咳配合剤,１ｍＬ,ライトゲン配合シロップ,帝人ファーマ,6.90 
内用薬,ジプロフィリン・ジヒドロコデイン配合剤,１錠,カフコデＮ配合錠,ヴィアトリス・ヘルスケア,8.90 
内用薬,セネガシロップ,１０ｍＬ,セネガシロップ,,17.90 
内用薬,アンモニア・ウイキョウ精,１０ｍＬ,アンモニア・ウイキョウ精,,27.80 
内用薬,Ｌ－エチルシステイン塩酸塩,１００ｍｇ１錠,チスタニン糖衣錠１００ｍｇ,ニプロ,6.40 
内用薬,Ｌ－カルボシステイン,５０％１ｇ,カルボシステイン細粒５０％「ツルハラ」,鶴原製薬,19.60 
内用薬,Ｌ－カルボシステイン,２５０ｍｇ１錠,Ｌ－カルボシステイン２５０ｍｇ錠,,10.40 
内用薬,Ｌ－カルボシステイン,２５０ｍｇ１錠,ムコダイン錠２５０ｍｇ,杏林製薬,10.40 
内用薬,Ｌ－カルボシステイン,５００ｍｇ１錠,Ｌ－カルボシステイン５００ｍｇ錠,,10.40 
内用薬,Ｌ－カルボシステイン,５００ｍｇ１錠,ムコダイン錠５００ｍｇ,杏林製薬,10.40 
内用薬,Ｌ－カルボシステイン,５％１ｍＬ,Ｌ－カルボシステイン５％シロップ,,2.70 
内用薬,Ｌ－カルボシステイン,５％１ｍＬ,ムコダインシロップ５％,杏林製薬,6.30 
内用薬,Ｌ－カルボシステイン,５％１ｍＬ,カルボシステインシロップ小児用５％「トーワ」,東和薬品,2.90 
内用薬,Ｌ－カルボシステイン,５０％１ｇ,Ｌ－カルボシステイン５０％シロップ用,,12.50 
内用薬,Ｌ－カルボシステイン,５０％１ｇ,ムコダインＤＳ５０％,杏林製薬,14.90 
内用薬,フドステイン,２００ｍｇ１錠,クリアナール錠２００ｍｇ,田辺三菱製薬,10.40 
内用薬,フドステイン,２００ｍｇ１錠,スペリア錠２００,久光製薬,10.40 
内用薬,フドステイン,８％１ｍＬ,クリアナール内用液８％,同仁医薬化工,7.10 
内用薬,フドステイン,８％１ｍＬ,スペリア内用液８％,久光製薬,8.20 
内用薬,ブロムヘキシン塩酸塩,４ｍｇ１錠,ブロムヘキシン塩酸塩４ｍｇ錠,,5.30 
内用薬,ブロムヘキシン塩酸塩,０．０８％１ｍＬ,ブロムヘキシン塩酸塩シロップ０．０８％「トーワ」,東和薬品,1.80 
内用薬,アンブロキソール塩酸塩,１５ｍｇ１錠,アンブロキソール塩酸塩１５ｍｇ錠,,5.90 
内用薬,アンブロキソール塩酸塩,１５ｍｇ１錠,ムコソルバン錠１５ｍｇ,帝人ファーマ,7.70 
内用薬,アンブロキソール塩酸塩,４５ｍｇ１錠,アンブロキソール塩酸塩４５ｍｇ徐放性口腔内崩壊錠,,16.10 
内用薬,アンブロキソール塩酸塩,４５ｍｇ１錠,ムコソルバンＬ錠４５ｍｇ,帝人ファーマ,26.30 
内用薬,アンブロキソール塩酸塩,４５ｍｇ１カプセル,アンブロキソール塩酸塩４５ｍｇ徐放カプセル,,12.20 
内用薬,アンブロキソール塩酸塩,４５ｍｇ１カプセル,アンブロキソール塩酸塩Ｌカプセル４５ｍｇ「サワイ」,沢井製薬,16.10 
内用薬,アンブロキソール塩酸塩,４５ｍｇ１カプセル,アンブロキソール塩酸塩徐放カプセル４５ｍｇ「ＺＥ」,全星薬品工業,16.10 
内用薬,アンブロキソール塩酸塩,０．３％１ｍＬ,アンブロキソール塩酸塩０．３％シロップ,,5.40 
内用薬,アンブロキソール塩酸塩,０．３％１ｍＬ,小児用ムコソルバンシロップ０．３％,帝人ファーマ,6.90 
内用薬,アンブロキソール塩酸塩,１．５％１ｇ,アンブロキソール塩酸塩１．５％シロップ用,,19.40 
内用薬,アンブロキソール塩酸塩,１．５％１ｇ,小児用ムコソルバンＤＳ１．５％,帝人ファーマ,31.10 
内用薬,アンブロキソール塩酸塩,３％１ｇ,アンブロキソール塩酸塩ＤＳ３％「タカタ」,高田製薬,18.70 
内用薬,アンブロキソール塩酸塩,０．７５％１ｍＬ,アンブロキソール塩酸塩０．７５％液,,3.40 
内用薬,アンブロキソール塩酸塩,０．７５％１ｍＬ,ムコソルバン内用液０．７５％,帝人ファーマ,5.90 
内用薬,アンブロキソール塩酸塩,０．７５％１ｍＬ,アンブロキソール塩酸塩内用液０．７５％「ツルハラ」,鶴原製薬,5.90 
内用薬,アンブロキソール塩酸塩,０．３％１ｍＬ,アンブロキソール塩酸塩内用液０．３％「日医工」,日医工,7.40 
内用薬,キョウニン水,１０ｍＬ,キョウニン水,,17.10 
内用薬,キョウニン水,１０ｍＬ,キョウニン水　シオエ,シオエ製薬,17.90 
内用薬,キョウニン水,１０ｍＬ,キョウニン水〈ハチ〉,東洋製薬化成,20.20 
内用薬,キョウニン水,１０ｍＬ,キョウニン水「マルイシ」,丸石製薬,17.90 
内用薬,キョウニン水,１０ｍＬ,キョウニン水（山善）,山善製薬,17.90 
内用薬,オウヒエキス,１０ｍＬ,サリパラ液,丸石製薬,13.00 
内用薬,コデインリン酸塩水和物,１％１ｇ,コデインリン酸塩散１％,,7.70 
内用薬,コデインリン酸塩水和物,１％１ｇ,コデインリン酸塩散１％「シオエ」,シオエ製薬,8.50 
内用薬,コデインリン酸塩水和物,１％１ｇ,コデインリン酸塩散１％〈ハチ〉,東洋製薬化成,8.50 
内用薬,コデインリン酸塩水和物,１％１ｇ,コデインリン酸塩散１％「メタル」,中北薬品,10.50 
内用薬,コデインリン酸塩水和物,１％１ｇ,コデインリン酸塩散１％「ホエイ」,ヴィアトリス・ヘルスケア,8.50 
内用薬,コデインリン酸塩水和物,５ｍｇ１錠,コデインリン酸塩錠,,10.40 
内用薬,コデインリン酸塩水和物,５ｍｇ１錠,コデインリン酸塩錠５ｍｇ「ＶＴＲＳ」,ヴィアトリス・ヘルスケア,11.70 
内用薬,ジヒドロコデインリン酸塩,１％１ｇ,ジヒドロコデインリン酸塩散１％,,11.30 
内用薬,エプラジノン塩酸塩,５ｍｇ１錠,レスプレン錠５ｍｇ,太陽ファルマ,6.80 
内用薬,エプラジノン塩酸塩,２０ｍｇ１錠,レスプレン錠２０ｍｇ,太陽ファルマ,10.80 
内用薬,エプラジノン塩酸塩,３０ｍｇ１錠,レスプレン錠３０ｍｇ,太陽ファルマ,9.10 
内用薬,チペピジンヒベンズ酸塩,１０％１ｇ,アスベリン散１０％,ニプロ,17.40 
内用薬,チペピジンヒベンズ酸塩,１０ｍｇ１錠,チペピジンヒベンズ酸塩錠,,13.10 
内用薬,チペピジンヒベンズ酸塩,２０ｍｇ１錠,チペピジンヒベンズ酸塩錠,,13.70 
内用薬,チペピジンヒベンズ酸塩,０．５％１０ｍＬ,アスベリンシロップ０．５％,ニプロ,25.50 
内用薬,チペピジンヒベンズ酸塩,２％１ｍＬ,アスベリンシロップ「調剤用」２％,ニプロ,13.00 
内用薬,チペピジンヒベンズ酸塩,２％１ｇ,アスベリンドライシロップ２％,ニプロ,15.10 
内用薬,デキストロメトルファン臭化水素酸塩水和物・クレゾールスルホン酸カリウム,１０ｍＬ,メジコン配合シロップ,シオノギファーマ,16.00 
内用薬,テオフィリン,２０％１ｇ,テオドール顆粒２０％,田辺三菱製薬,13.50 
内用薬,テオフィリン,５０ｍｇ１錠,テオフィリン５０ｍｇ徐放錠,,6.10 
内用薬,テオフィリン,５０ｍｇ１錠,テオドール錠５０ｍｇ,田辺三菱製薬,6.10 
内用薬,テオフィリン,１００ｍｇ１錠,テオフィリン１００ｍｇ徐放錠,,5.90 
内用薬,テオフィリン,１００ｍｇ１錠,テオロング錠１００ｍｇ,エーザイ,7.50 
内用薬,テオフィリン,１００ｍｇ１錠,テオドール錠１００ｍｇ,田辺三菱製薬,6.10 
内用薬,テオフィリン,２００ｍｇ１錠,テオフィリン２００ｍｇ徐放錠,,6.10 
内用薬,テオフィリン,２００ｍｇ１錠,テオロング錠２００ｍｇ,エーザイ,11.00 
内用薬,テオフィリン,２００ｍｇ１錠,テオドール錠２００ｍｇ,田辺三菱製薬,9.30 
内用薬,テオフィリン,２００ｍｇ１錠,テオフィリン２００ｍｇ徐放Ｕ錠,,6.10 
内用薬,テオフィリン,２００ｍｇ１錠,ユニコン錠２００,日医工,12.40 
内用薬,テオフィリン,４００ｍｇ１錠,テオフィリン４００ｍｇ徐放Ｕ錠,,6.10 
内用薬,テオフィリン,４００ｍｇ１錠,ユニコン錠４００,日医工,12.40 
内用薬,テオフィリン,１００ｍｇ１錠,テオフィリン１００ｍｇ徐放Ｕ錠,,5.90 
内用薬,テオフィリン,１００ｍｇ１錠,ユニコン錠１００,日医工,9.20 
内用薬,テオフィリン,１００ｍｇ１カプセル,テオフィリン徐放カプセル１００ｍｇ「サンド」,サンド,7.50 
内用薬,テオフィリン,２００ｍｇ１カプセル,テオフィリン徐放カプセル２００ｍｇ「サンド」,サンド,12.00 
内用薬,テオフィリン,５０ｍｇ１カプセル,テオフィリン徐放カプセル５０ｍｇ「サンド」,サンド,6.10 
内用薬,テオフィリン,２０％１ｇ,テオフィリンドライシロップ２０％「タカタ」,高田製薬,50.10 
内用薬,テオフィリン,２０％１ｇ,テオフィリン徐放ドライシロップ小児用２０％「サワイ」,沢井製薬,30.60 
内用薬,テオフィリン,２０％１ｇ,テオフィリン徐放ＤＳ小児用２０％「トーワ」,東和薬品,32.00 
内用薬,テルブタリン硫酸塩,２ｍｇ１錠,ブリカニール錠２ｍｇ,アストラゼネカ,6.10 
内用薬,テルブタリン硫酸塩,０．０５％１ｍＬ,ブリカニールシロップ０．５ｍｇ／ｍＬ,アストラゼネカ,6.90 
内用薬,フェノテロール臭化水素酸塩,０．５％１ｇ,フェノテロール臭化水素酸塩ＤＳ小児用０．５％「タカタ」,高田製薬,34.50 
内用薬,サルブタモール硫酸塩,２ｍｇ１錠,サルブタモール錠２ｍｇ「日医工」,日医工,5.70 
内用薬,サルブタモール硫酸塩,０．０４％１ｍＬ,ベネトリンシロップ０．０４％,グラクソ・スミスクライン,5.80 
内用薬,ツロブテロール塩酸塩,１ｍｇ１錠,ホクナリン錠１ｍｇ,ヴィアトリス製薬,9.60 
内用薬,ツロブテロール塩酸塩,０．１％１ｇ,ツロブテロール塩酸塩０．１％シロップ用,,6.70 
内用薬,ツロブテロール塩酸塩,０．１％１ｇ,ホクナリンドライシロップ０．１％小児用,ヴィアトリス製薬,10.30 
内用薬,トリメトキノール塩酸塩水和物,１％１ｇ,イノリン散１％,ニプロ,22.70 
内用薬,トリメトキノール塩酸塩水和物,０．１％１ｍＬ,イノリンシロップ０．１％,ニプロ,6.90 
内用薬,プロカテロール塩酸塩水和物,０．０２５ｍｇ１錠,メプチンミニ錠２５μｇ,大塚製薬,8.60 
内用薬,プロカテロール塩酸塩水和物,０．０５ｍｇ１錠,メプチン錠５０μｇ,大塚製薬,9.20 
内用薬,プロカテロール塩酸塩水和物,０．０００５％１ｍＬ,プロカテロール塩酸塩０．０００５％シロップ,,4.00 
内用薬,プロカテロール塩酸塩水和物,０．０００５％１ｍＬ,メプチンシロップ５μｇ／ｍＬ,大塚製薬,6.90 
内用薬,プロカテロール塩酸塩水和物,０．０１％１ｇ,プロカテロール塩酸塩ＤＳ０．０１％「タカタ」,高田製薬,26.40 
内用薬,プロカテロール塩酸塩水和物,０．００５％１ｇ,メプチンドライシロップ０．００５％,大塚製薬,32.30 
内用薬,クレンブテロール塩酸塩,１０μｇ１錠,クレンブテロール塩酸塩１０μｇ錠,,6.00 
内用薬,クレンブテロール塩酸塩,１０μｇ１錠,スピロペント錠１０μｇ,帝人ファーマ,7.30 
内用薬,ゲーファピキサントクエン酸塩,４５ｍｇ１錠,リフヌア錠４５ｍｇ,ＭＳＤ,187.40 
内用薬,タンニン酸アルブミン,１ｇ,タンニン酸アルブミン,,7.20 
内用薬,タンニン酸アルブミン,１ｇ,タンニン酸アルブミン「ケンエー」,健栄製薬,8.10 
内用薬,タンニン酸アルブミン,１ｇ,タンニン酸アルブミン「三恵」,三恵薬品,7.50 
内用薬,タンニン酸アルブミン,１ｇ,タンニン酸アルブミン　シオエ,シオエ製薬,7.70 
内用薬,タンニン酸アルブミン,１ｇ,タンニン酸アルブミン〈ハチ〉,東洋製薬化成,7.70 
内用薬,タンニン酸アルブミン,１ｇ,タンニン酸アルブミン（山善）,山善製薬,7.50 
内用薬,タンニン酸アルブミン,１ｇ,タンニン酸アルブミン「ニッコー」,日興製薬,9.60 
内用薬,次硝酸ビスマス,１ｇ,次硝酸ビスマス　シオエ,シオエ製薬,8.30 
内用薬,次硝酸ビスマス,１ｇ,次硝酸ビスマス「メタル」,中北薬品,9.00 
内用薬,次硝酸ビスマス,１ｇ,次硝酸ビスマス「ニッコー」,日興製薬,14.60 
内用薬,ビフィズス菌,１ｇ,ビオスミン配合散,ビオフェルミン製薬,6.50 
内用薬,ビフィズス菌,１ｇ,レベニンＳ配合散,わかもと製薬,6.50 
内用薬,ビフィズス菌,１錠,レベニンＳ配合錠,わかもと製薬,6.50 
内用薬,耐性乳酸菌,１ｇ,ビオフェルミンＲ散,ビオフェルミン製薬,6.50 
内用薬,耐性乳酸菌,１錠,ビオフェルミンＲ錠,ビオフェルミン製薬,6.10 
内用薬,酪酸菌,１ｇ,ミヤＢＭ細粒,ミヤリサン製薬,6.50 
内用薬,酪酸菌,１錠,ミヤＢＭ錠,ミヤリサン製薬,5.90 
内用薬,ラクトミン,１ｇ,アタバニン散,日東薬品工業,6.50 
内用薬,ラクトミン,１ｇ,ビオヂアスミンＦ－２散,日東薬品工業,6.50 
内用薬,ラクトミン,１ｇ,ビオフェルミン配合散,ビオフェルミン製薬,6.50 
内用薬,ラクトミン,１ｇ,ビオラクト原末,三恵薬品,6.50 
内用薬,ビフィズス菌,１％１ｇ,ラックビー微粒Ｎ,興和,6.50 
内用薬,ビフィズス菌,１錠,ラックビー錠,興和,6.10 
内用薬,耐性乳酸菌,１ｇ,レベニン散,わかもと製薬,6.50 
内用薬,耐性乳酸菌,１錠,レベニン錠,わかもと製薬,6.10 
内用薬,酪酸菌,１ｇ,ビオスリー配合散,東亜薬品工業,8.40 
内用薬,酪酸菌,１錠,ビオスリー配合錠,東亜薬品工業,6.60 
内用薬,酪酸菌,１錠,ビオスリー配合ＯＤ錠,東亜薬品工業,6.60 
内用薬,ビフィズス菌,２％１ｇ,ビフィスゲン散,日東薬品工業,6.50 
内用薬,耐性乳酸菌,１ｇ,ラックビーＲ散,興和,6.50 
内用薬,ビフィズス菌,１ｇ,ビオフェルミン散剤,ビオフェルミン製薬,6.50 
内用薬,ビフィズス菌,１錠,ビオフェルミン錠剤,ビオフェルミン製薬,5.90 
内用薬,ジメチコン,１０％１ｇ,ガスコン散１０％,キッセイ薬品工業,6.70 
内用薬,ジメチコン,４０ｍｇ１錠,ジメチコン４０ｍｇ錠,,5.90 
内用薬,ジメチコン,４０ｍｇ１錠,ガスコン錠４０ｍｇ,キッセイ薬品工業,5.90 
内用薬,ジメチコン,４０ｍｇ１錠,ガスサール錠４０ｍｇ,東和薬品,5.90 
内用薬,ジメチコン,８０ｍｇ１錠,ガスコン錠８０ｍｇ,キッセイ薬品工業,6.10 
内用薬,ジメチコン,８０ｍｇ１錠,ジメチコン錠８０ｍｇ「ホリイ」,堀井薬品工業,5.90 
内用薬,ジメチコン,２％１ｍＬ,ガスコンドロップ内用液２％,キッセイ薬品工業,3.40 
内用薬,ジメチコン,２％１ｍＬ,ジメチコン内用液２％「ＦＳＫ」,伏見製薬所,3.00 
内用薬,ジメチコン,２％１ｍＬ,ジメチコン内用液２％「ホリイ」,堀井薬品工業,3.00 
内用薬,ロペラミド塩酸塩,０．０５％１ｇ,ロペミン小児用細粒０．０５％,ヤンセンファーマ,14.30 
内用薬,ロペラミド塩酸塩,０．０５％１ｇ,ロペラミド塩酸塩細粒小児用０．０５％「ＮＩＧ」,日医工岐阜工場,14.90 
内用薬,ロペラミド塩酸塩,０．１％１ｇ,ロペミン細粒０．１％,ヤンセンファーマ,13.80 
内用薬,ロペラミド塩酸塩,１ｍｇ１錠,ロペラミド塩酸塩１ｍｇ錠,,6.10 
内用薬,ロペラミド塩酸塩,１ｍｇ１カプセル,ロペラミド塩酸塩１ｍｇカプセル,,6.10 
内用薬,ロペラミド塩酸塩,１ｍｇ１カプセル,ロペミンカプセル１ｍｇ,ヤンセンファーマ,9.80 
内用薬,乳酸,１０ｇ,乳酸,,20.90 
内用薬,乳酸,１０ｇ,乳酸（小堺）,小堺製薬,23.80 
内用薬,薬用炭,１ｇ,薬用炭,,8.50 
内用薬,ベルベリン塩化物水和物・ゲンノショウコエキス,１錠,フェロベリン配合錠,日本ジェネリック,8.90 
内用薬,ベルベリン塩化物水和物・ゲンノショウコエキス,１錠,リーダイ配合錠,日医工岐阜工場,5.90 
内用薬,メチルメチオニンスルホニウムクロライド,２５ｍｇ１錠,キャベジンＵコーワ錠２５ｍｇ,興和,5.90 
内用薬,アズレンスルホン酸ナトリウム水和物,１％１ｇ,アズレン顆粒１％「ツルハラ」,鶴原製薬,9.50 
内用薬,アズレンスルホン酸ナトリウム水和物,２ｍｇ１錠,アズレン錠２ｍｇ「ツルハラ」,鶴原製薬,5.30 
内用薬,エグアレンナトリウム水和物,２．５％１ｇ,アズロキサ顆粒２．５％,寿製薬,36.00 
内用薬,エグアレンナトリウム水和物,１５ｍｇ１錠,アズロキサ錠１５ｍｇ,寿製薬,29.80 
内用薬,シメチジン,２０％１ｇ,シメチジン細粒２０％「ツルハラ」,鶴原製薬,6.50 
内用薬,シメチジン,４０％１ｇ,カイロック細粒４０％,藤本製薬,10.20 
内用薬,シメチジン,２００ｍｇ１錠,シメチジン２００ｍｇ錠,,5.90 
内用薬,シメチジン,２００ｍｇ１錠,タガメット錠２００ｍｇ,住友ファーマ,8.90 
内用薬,シメチジン,４００ｍｇ１錠,シメチジン４００ｍｇ錠,,6.10 
内用薬,ファモチジン,１０％１ｇ,ファモチジン１０％散,,40.90 
内用薬,ファモチジン,１０％１ｇ,ガスター散１０％,ＬＴＬファーマ,59.80 
内用薬,ファモチジン,２％１ｇ,ファモチジン２％散,,10.20 
内用薬,ファモチジン,２％１ｇ,ガスター散２％,ＬＴＬファーマ,15.10 
内用薬,ファモチジン,１０ｍｇ１錠,ファモチジン１０ｍｇ錠,,10.40 
内用薬,ファモチジン,１０ｍｇ１錠,ガスター錠１０ｍｇ,ＬＴＬファーマ,12.10 
内用薬,ファモチジン,２０ｍｇ１錠,ファモチジン２０ｍｇ錠,,10.40 
内用薬,ファモチジン,２０ｍｇ１錠,ガスター錠２０ｍｇ,ＬＴＬファーマ,13.40 
内用薬,ファモチジン,１０ｍｇ１錠,ファモチジン１０ｍｇ口腔内崩壊錠,,10.40 
内用薬,ファモチジン,１０ｍｇ１錠,ガスターＤ錠１０ｍｇ,ＬＴＬファーマ,12.10 
内用薬,ファモチジン,２０ｍｇ１錠,ファモチジン２０ｍｇ口腔内崩壊錠,,10.40 
内用薬,ファモチジン,２０ｍｇ１錠,ガスターＤ錠２０ｍｇ,ＬＴＬファーマ,13.40 
内用薬,ロキサチジン酢酸エステル塩酸塩,２０％１ｇ,アルタット細粒２０％,あすか製薬,72.40 
内用薬,ロキサチジン酢酸エステル塩酸塩,７５ｍｇ１カプセル,ロキサチジン酢酸エステル塩酸塩７５ｍｇ徐放カプセル,,20.60 
内用薬,ロキサチジン酢酸エステル塩酸塩,７５ｍｇ１カプセル,アルタットカプセル７５ｍｇ,あすか製薬,21.90 
内用薬,ロキサチジン酢酸エステル塩酸塩,３７．５ｍｇ１カプセル,ロキサチジン酢酸エステル塩酸塩３７．５ｍｇ徐放カプセル,,10.40 
内用薬,ロキサチジン酢酸エステル塩酸塩,３７．５ｍｇ１カプセル,アルタットカプセル３７．５ｍｇ,あすか製薬,14.20 
内用薬,ニザチジン,１５０ｍｇ１錠,ニザチジン１５０ｍｇ錠,,10.40 
内用薬,ニザチジン,１５０ｍｇ１錠,アシノン錠１５０ｍｇ,ゼリア新薬工業,14.90 
内用薬,ニザチジン,７５ｍｇ１錠,アシノン錠７５ｍｇ,ゼリア新薬工業,10.00 
内用薬,ニザチジン,７５ｍｇ１カプセル,ニザチジン７５ｍｇカプセル,,10.40 
内用薬,ラフチジン,５ｍｇ１錠,ラフチジン５ｍｇ錠,,10.40 
内用薬,ラフチジン,５ｍｇ１錠,プロテカジン錠５,大鵬薬品工業,10.40 
内用薬,ラフチジン,１０ｍｇ１錠,ラフチジン１０ｍｇ錠,,10.40 
内用薬,ラフチジン,１０ｍｇ１錠,プロテカジン錠１０,大鵬薬品工業,14.10 
内用薬,ラフチジン,５ｍｇ１錠,プロテカジンＯＤ錠５,大鵬薬品工業,10.40 
内用薬,ラフチジン,１０ｍｇ１錠,プロテカジンＯＤ錠１０,大鵬薬品工業,14.10 
内用薬,アルジオキサ,２５％１ｇ,アルジオキサ２５％顆粒,,7.70 
内用薬,アルジオキサ,５０％１ｇ,アルジオキサ顆粒５０％「ツルハラ」,鶴原製薬,6.50 
内用薬,アルジオキサ,５０％１ｇ,アルジオキサ顆粒５０％「あすか」,あすか製薬,9.40 
内用薬,アルジオキサ,１００ｍｇ１錠,アルジオキサ１００ｍｇ錠,,5.90 
内用薬,セトラキサート塩酸塩,４０％１ｇ,ノイエル細粒４０％,アルフレッサファーマ,15.60 
内用薬,セトラキサート塩酸塩,２００ｍｇ１カプセル,ノイエルカプセル２００ｍｇ,アルフレッサファーマ,8.00 
内用薬,ピレンゼピン塩酸塩水和物,２５ｍｇ１錠,ピレンゼピン塩酸塩２５ｍｇ錠,,6.10 
内用薬,スクラルファート水和物,９０％１ｇ,アルサルミン細粒９０％,富士化学工業,6.70 
内用薬,スクラルファート水和物,９０％１ｇ,スクラルファート細粒９０％「ツルハラ」,鶴原製薬,6.50 
内用薬,スクラルファート水和物,１０％１ｍＬ,スクラルファート１０％液,,1.70 
内用薬,スクラルファート水和物,１０％１ｍＬ,アルサルミン内用液１０％,富士化学工業,1.90 
内用薬,スルピリド,１０％１ｇ,スルピリド１０％細粒,,6.50 
内用薬,スルピリド,１０％１ｇ,ドグマチール細粒１０％,日医工,9.60 
内用薬,スルピリド,５０％１ｇ,スルピリド５０％細粒,,21.00 
内用薬,スルピリド,５０％１ｇ,ドグマチール細粒５０％,日医工,21.20 
内用薬,スルピリド,５０ｍｇ１錠,スルピリド５０ｍｇ錠,,6.60 
内用薬,スルピリド,５０ｍｇ１錠,ドグマチール錠５０ｍｇ,日医工,10.40 
内用薬,スルピリド,５０ｍｇ１カプセル,スルピリドカプセル５０ｍｇ「トーワ」,東和薬品,6.60 
内用薬,スルピリド,５０ｍｇ１カプセル,ドグマチールカプセル５０ｍｇ,日医工,10.40 
内用薬,ソファルコン,５０ｍｇ１錠,ソファルコン錠５０ｍｇ「ＴＣＫ」,辰巳化学,6.10 
内用薬,ソファルコン,１００ｍｇ１カプセル,ソファルコンカプセル１００ｍｇ「ＴＣＫ」,辰巳化学,7.90 
内用薬,テプレノン,１０％１ｇ,セルベックス細粒１０％,エーザイ,9.20 
内用薬,テプレノン,１０％１ｇ,テプレノン細粒１０％「トーワ」,東和薬品,9.40 
内用薬,テプレノン,１０％１ｇ,テプレノン細粒１０％「サワイ」,沢井製薬,9.40 
内用薬,テプレノン,１０％１ｇ,テプレノン細粒１０％「ＹＤ」,陽進堂,9.40 
内用薬,テプレノン,１０％１ｇ,テプレノン細粒１０％「ツルハラ」,鶴原製薬,9.40 
内用薬,テプレノン,５０ｍｇ１カプセル,テプレノン５０ｍｇカプセル,,6.50 
内用薬,テプレノン,５０ｍｇ１カプセル,セルベックスカプセル５０ｍｇ,エーザイ,9.90 
内用薬,トロキシピド,１００ｍｇ１錠,トロキシピド錠１００ｍｇ「オーハラ」,大原薬品工業,6.40 
内用薬,ベネキサート塩酸塩　ベータデクス,２００ｍｇ１カプセル,ウルグートカプセル２００ｍｇ,共和薬品工業,10.40 
内用薬,イルソグラジンマレイン酸塩,０．８％１ｇ,ガスロンＮ細粒０．８％,日本新薬,24.50 
内用薬,イルソグラジンマレイン酸塩,２ｍｇ１錠,イルソグラジンマレイン酸塩２ｍｇ錠,,10.20 
内用薬,イルソグラジンマレイン酸塩,２ｍｇ１錠,ガスロンＮ錠２ｍｇ,日本新薬,11.10 
内用薬,イルソグラジンマレイン酸塩,４ｍｇ１錠,イルソグラジンマレイン酸塩４ｍｇ錠,,10.40 
内用薬,イルソグラジンマレイン酸塩,４ｍｇ１錠,ガスロンＮ錠４ｍｇ,日本新薬,11.70 
内用薬,イルソグラジンマレイン酸塩,２ｍｇ１錠,ガスロンＮ・ＯＤ錠２ｍｇ,日本新薬,11.10 
内用薬,イルソグラジンマレイン酸塩,４ｍｇ１錠,ガスロンＮ・ＯＤ錠４ｍｇ,日本新薬,11.70 
内用薬,レバミピド,２０％１ｇ,レバミピド２０％顆粒,,15.90 
内用薬,レバミピド,１００ｍｇ１錠,レバミピド１００ｍｇ錠,,10.40 
内用薬,レバミピド,１００ｍｇ１錠,ムコスタ錠１００ｍｇ,大塚製薬,10.40 
